Srce,Province,PublishedDate,PropertyType,PropertyState,Bdroom,Bath,Parking,PriceUF,MtTot,UFxMt2,ValueScore,Score,Link
portal inmobiliario,Huechuraba,05/06/2020,Aparment,usada,3,2,1,4350,100,43,2200,505,https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5649478-amplio-departamento-en-el-mejor-sector-de-huechuraba-y-con-una-hermosa-vista-uda#position=21&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2
portal inmobiliario,Huechuraba,05/18/2020,Aparment,usada,3,2,1,5468,115,47,2530,462,https://www.portalinmobiliario.com/MLC-527810912-departamento-en-huechuraba-_JM#position=32&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2
portal inmobiliario,Huechuraba,11/05/2020,Aparment,usada,3,3,2,4700,100,47,2800,595,https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5605156-pedro-fontova-7150-uda#position=40&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2
portal inmobiliario,Huechuraba,04/15/2020,Aparment,usada,3,2,2,6000,125,48,3000,500,https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5560352-camino-de-cintura-1409-uda#position=46&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2
portal inmobiliario,Huechuraba,04/13/2020,Aparment,usada,3,3,2,5900,140,42,3920,664,https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5550699-remodelado-y-muy-amplio-uda#position=50&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2
portal inmobiliario,Huechuraba,04/18/2020,Aparment,usada,4,3,2,6850,150,45,4800,700,https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5565286-hermoso-departamento-con-linda-vista-dn-uda#position=45&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2
portal inmobiliario,Huechuraba,05/29/2020,Aparment,usada,3,3,2,4400,107,41,2996,680,https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5637620-pedro-fontova-alberto-undurraga-uda#position=25&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2
portal inmobiliario,Huechuraba,11/05/2020,Aparment,usada,3,2,1,5300,130,40,2860,539,https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5606480-departamento-como-nuevo-en-hermoso-condominio-uda#position=38&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2
portal inmobiliario,Huechuraba,07/07/2020,House,usada,5,4,2,6930,220,31,8800,1269,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5707112-el-sauce-pedro-fontova-4d3b-mas-servicios-140220-m2-uda#position=3&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,05/14/2020,House,usada,4,3,3,5200,180,28,6120,1176,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5612165-calle-berta-correa-1961-uda#position=37&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,12/05/2020,House,usada,4,4,2,6500,200,32,7200,1107,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5609134-frente-a-saint-joseph-y-lider-express-uda#position=45&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,04/20/2020,House,usada,4,3,2,6000,160,37,5120,853,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5567579-torreon-del-carmen-ii-uda#position=25&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,12/05/2020,House,usada,4,2,2,4700,150,31,4200,893,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5609224-torreon-del-carmen-huechuraba-uda#position=42&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,06/25/2020,House,usada,5,3,2,6190,200,30,7200,1163,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5683804-av-santa-marta-alberto-undurraga-pedro-fontova-uda#position=12&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,10/06/2020,House,usada,3,2,1,4700,148,31,3256,692,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5658141-excelente-oportunidad-dentro-de-microbarrio--uda#position=19&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,08/04/2020,House,usada,5,3,3,5555,181,30,6878,1238,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5548901-avenida-el-guanaco-norte-2000-uda#position=37&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,07/04/2020,House,usada,4,3,3,6493,210,30,7140,1099,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5546368-moderna-casa-remodelada-completamente-uda#position=40&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,05/25/2020,House,usada,3,3,2,4850,150,32,4200,865,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5630386-vende-fontova-norte-dentro-de-condominio-uda#position=26&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,11/05/2020,House,usada,3,3,2,5000,230,21,6440,1288,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5605788-en-condominio-a-pasos-de-locomocion-uda#position=10&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,06/05/2020,House,usada,4,3,2,6150,220,27,7040,1144,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5595587-condominio-terranova-alberto-undurraga-uda#position=17&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,07/04/2020,House,usada,4,3,3,5750,180,31,6120,1064,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5546411-hermosa-casa-de-3-pisos-con-excelente-conectividad-uda#position=39&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,04/24/2020,House,usada,3,3,2,5050,160,31,4480,887,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5576194-condominio-la-toscana-uda#position=21&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,10/04/2020,House,usada,4,4,2,7000,214,32,7704,1100,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5551314-pedro-fontova-del-manantial-uda#position=36&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,06/07/2020,House,usada,3,3,2,5400,181,29,5068,938,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5704951-dentro-de-condominio-como-nueva-cerca-de-colegios-ga-uda#position=5&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,04/15/2020,House,usada,4,2,2,4850,148,32,4144,854,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5558695-gran-oportunidad-excelente-ubicacion-ga-uda#position=34&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,05/25/2020,House,usada,4,4,3,6790,220,30,8360,1231,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5581059-el-sauce-1340-casa-78-uda#position=30&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,04/18/2020,House,usada,3,3,2,6200,232,26,6496,1047,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5564959-excelente-casa-mejor-sector-seguridad-247-dn-uda#position=28&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,06/25/2020,House,usada,3,3,1,5400,220,24,5720,1059,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5683323-pedro-fontova-guanaco-uda#position=13&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,05/25/2020,House,usada,5,3,3,5555,181,30,6878,1238,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5627618-avenida-el-guanaco-norte-2000-uda#position=31&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,07/05/2020,House,usada,4,3,2,6500,206,31,6592,1014,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5598046-casa-estilo-chileno-en-condominio-residencial-cercano-a-colegio-uda#position=15&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,05/13/2020,House,usada,3,3,1,5200,120,43,3120,600,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5609696-condominio-lombardia-uda#position=41&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,05/20/2020,House,usada,4,4,2,6850,250,27,9000,1313,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5622594-el-sauce-pedro-fontova-uda#position=32&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,11/05/2020,House,usada,3,4,2,4687,132,35,4224,901,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5605720-caminio-el-roble-pedro-fontova-uda#position=11&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,06/22/2020,House,usada,4,3,2,5990,180,33,5760,961,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5677950-vende-fontova-corredora-excelente-casa-en-condominio-como-nueva-uda#position=15&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,01/06/2020,House,usada,4,4,2,6500,200,32,7200,1107,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5641860-pedro-fontova-guanaco-norte-uda#position=25&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,12/05/2020,House,usada,4,4,2,6500,200,32,7200,1107,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5609114-frente-colegio-saint-joseph-uda#position=46&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,12/05/2020,House,usada,3,2,2,4525,130,34,3120,689,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5607339-casa-huechuraba-condominio-lombardia-berta-correa-uda#position=4&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,06/21/2020,House,usada,4,3,2,5990,164,36,5248,876,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5675685-como-nueva-dentro-condominio-oa-uda#position=17&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,05/17/2020,House,usada,5,3,3,5500,160,34,6080,1105,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5615304-en-condominio-frente-a-plaza-con-juegos-infantiles-uda#position=33&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,09/06/2020,House,usada,4,3,2,6690,219,30,7008,1047,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5657288-dentro-de-condominio-cerca-de-colegios-y-comercio-ga-uda#position=21&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,11/05/2020,House,usada,4,3,3,5600,192,29,6528,1165,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5606780-casa-en-condominio-no-prerimetral-uda#position=6&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,05/25/2020,House,usada,5,4,2,7000,240,29,9600,1371,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5629203-del-molino-7000-uda#position=29&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,08/05/2020,House,usada,6,4,2,5500,172,31,7568,1376,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5601619-santa-marta-uda#position=13&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,05/25/2020,House,usada,3,2,2,4350,150,29,3600,827,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5630379-santa-martahuechuraba-uda#position=27&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,06/19/2020,House,usada,4,3,2,5800,198,29,6336,1092,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5674297-mejor-ubicacion-conectividadpv-uda#position=18&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,11/05/2020,House,usada,4,3,3,5600,192,29,6528,1165,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5606801-guanaco-norte-a-pasos-de-locomocion-uda#position=5&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,04/21/2020,House,usada,5,3,2,5500,160,34,5760,1047,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5569206-en-condominio-frente-a-plaza-con-juegos-infantiles-uda#position=24&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,05/15/2020,House,usada,3,3,2,6200,198,31,5544,894,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5613766-increible-casa-dentro-de-condominio-visitala-ahora-ga-uda#position=35&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,09/06/2020,House,usada,5,4,3,6980,250,27,10500,1504,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5656757-del-molino-santa-marta-de-huechuraba-uda#position=22&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,04/18/2020,House,usada,4,2,1,5500,190,28,4940,898,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5564876-calle-del-manantial-guanaco-norte-uda#position=30&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,07/05/2020,House,usada,5,2,2,4500,125,36,4000,888,https://www.portalinmobiliario.com/MLC-525807697-acogedora-casa-2-pisos-condominio-en-huechuraba-_JM#position=16&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,12/05/2020,House,usada,4,2,1,5500,190,28,4940,898,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608641-del-mananatila-guanaco-norte-uda#position=50&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,12/05/2020,House,usada,4,4,2,7000,215,32,7740,1105,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5609166-en-microbarrio-cerrado-con-seguridad-uda#position=44&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,06/16/2020,House,usada,4,2,2,6750,180,37,5040,746,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5666404-de-la-trilla-7535-uda#position=43&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,04/18/2020,House,usada,4,3,1,5800,173,33,5190,894,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5565120-linda-casa-dentro-condominio-pv-uda#position=27&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,06/28/2020,House,usada,6,4,3,5990,200,29,9200,1535,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5686876-santa-marta-de-huechura-uda#position=10&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,03/07/2020,House,usada,5,3,3,5555,181,30,6878,1238,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5695324-avenida-el-guanaco-norte-2000-uda#position=9&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,05/13/2020,House,usada,3,3,2,4950,160,30,4480,905,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5610530-dentro-de-condominio-excelente-ubicacion-no-pierdas-de-visitar-pv-uda#position=40&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,08/04/2020,House,usada,4,3,3,5600,200,28,6800,1214,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5521548-av-guanaco-norte-con-los-libertadores-uda#position=38&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,05/15/2020,House,usada,4,3,2,5920,200,29,6400,1081,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614321-casa-en-sector-residencial-uda#position=34&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,12/05/2020,House,usada,4,2,1,5500,190,28,4940,898,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608685-entre-pedro-fontova-y-camino-del-roble-uda#position=49&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,05/13/2020,House,usada,3,2,1,5000,150,33,3300,660,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5610874-lombardia-berta-correa-uda#position=39&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,11/05/2020,House,usada,3,4,2,4687,132,35,4224,901,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5605707-a-media-cuadra-de-pedro-fontova-en-condominio-uda#position=12&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,04/18/2020,House,usada,4,4,1,7000,215,32,7310,1044,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5564903-calle-del-manantial-guanaco-norte-uda#position=29&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,09/06/2020,House,usada,4,2,3,5500,190,28,5700,1036,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5656575-del-manantial-santa-marta-de-huechuraba-uda#position=23&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,04/16/2020,House,usada,5,3,1,5500,172,31,5848,1063,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5561999-vende-pedro-fontova-corredora-no-dejar-de-ver-uda#position=31&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,11/05/2020,House,usada,4,4,2,5500,191,28,6876,1250,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5606550-santa-rosa-de-huechuraba-no-paga-gastos-comunes-uda#position=8&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,06/22/2020,House,usada,3,3,2,6200,190,32,5320,858,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5676986-muy-central-fuera-de-condominio-uda#position=16&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,10/06/2020,House,usada,4,3,2,5700,198,28,6336,1111,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5574789-propiedades-jhj-vende-hermosa-casa-como-piloto-cercana-supermercados-colegios-uda#position=20&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,06/22/2020,House,usada,6,3,2,6300,204,30,8160,1295,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5678035-dentro-de-condominio-sector-el-carmen-pv-uda#position=14&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,11/05/2020,House,usada,3,3,2,5000,230,21,6440,1288,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5605818-calle-berta-correa-av-los-libertadores-uda#position=9&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,03/04/2020,House,usada,6,4,2,5500,185,29,8140,1480,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5541836-gran-casa-en-condominio-uda#position=42&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,05/06/2020,House,usada,4,4,3,6790,220,30,8360,1231,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5650121-el-sauce-pedro-fontova-portada-de-huechuraba-uda#position=24&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
portal inmobiliario,Huechuraba,04/05/2020,House,usada,4,3,3,5500,190,28,6460,1174,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5590856-guanaco-norte-manantial-uda#position=20&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,10/04/2020,House,usada,4,2,3,5500,140,39,4200,763,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5551327-guanaco-del-manantial-uda#position=35&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,12/05/2020,House,usada,5,3,2,5500,190,28,6840,1243,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608602-santa-marta-de-huechuraba-av-guanaco-norte-uda#position=2&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394
portal inmobiliario,Huechuraba,12/05/2020,House,usada,4,3,2,5600,200,28,6400,1142,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608781-amplia-casa-en-condominio-a-pasos-de-locomocion-uda#position=47&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12
